R1107	1A51_A	106	26	-0.4080595997355174
R1107	1A60_A	122	23	-0.24671807759956327
R1107	1A9L_A	156	9	0.09613265693933934
R1107	1AJU_A	171	6	0.24739033394179638
R1107	1AKX_A	171	7	0.24739033394179638
R1107	1AM0_A	-30	29	-1.779462537891128
R1107	1ASY_R	137	11	-0.09546040059710624
R1107	1ASY_S	137	12	-0.09546040059710624
R1107	1ASZ_R	137	13	-0.09546040059710624
R1107	1ASZ_S	137	14	-0.09546040059710624
R1107	1AUD_B	107	25	-0.3979757546020203
R1107	1B23_R	110	24	-0.36772421920152887
R1107	1B36_A	158	8	0.11630034720633362
R1107	1C04_E	98	28	-0.4887303608034945
R1107	1C0A_B	221	3	0.7515825906166531
R1107	1C9S_W	-48	30	-1.9609717502940762
R1107	1CQ5_A	184	4	0.3784803206772591
R1107	1CQL_A	184	5	0.3784803206772591
R1107	1D6K_B	99	27	-0.4786465156699974
R1107	1DDY_A	128	19	-0.18621500679858044
R1107	1DDY_C	128	20	-0.18621500679858044
R1107	1DDY_E	128	21	-0.18621500679858044
R1107	1DDY_G	128	22	-0.18621500679858044
R1107	1DK1_B	135	17	-0.1156280908641005
R1107	1DRZ_B	567	1	4.2405930068066615
R1107	1DUH_A	136	15	-0.10554424573060336
R1107	1DUL_B	136	16	-0.10554424573060336
R1107	1E8O_E	134	18	-0.12571193599759764
R1107	1E8S_C	279	2	1.336445608359487
R1107	1E95_A	138	10	-0.0853765554636091
