R1107	1A51_A	106	26	-0.4080595997355174	26	-0.491867	26 fold
R1107	1A60_A	122	23	-0.2467180775995632	23	-0.483142	23 fold
R1107	1A9L_A	156	9	0.0961326569393393	9	-0.464601	9 fold
R1107	1AJU_A	171	6	0.2473903339417963	6	-0.456422	6 fold
R1107	1AKX_A	171	7	0.2473903339417963	7	-0.456422	7 fold
R1107	1AM0_A	-30	29	-1.779462537891128	29	-0.566028	29 fold
R1107	1ASY_R	137	11	-0.0954604005971062	11	-0.474962	11 fold
R1107	1ASY_S	137	12	-0.0954604005971062	12	-0.474962	12 fold
R1107	1ASZ_R	137	13	-0.0954604005971062	13	-0.474962	13 fold
R1107	1ASZ_S	137	14	-0.0954604005971062	14	-0.474962	14 fold
R1107	1AUD_B	107	25	-0.3979757546020203	25	-0.491321	25 fold
R1107	1B23_R	110	24	-0.3677242192015288	24	-0.489685	24 fold
R1107	1B36_A	158	8	0.1163003472063336	8	-0.463511	8 fold
R1107	1C04_E	98	28	-0.4887303608034945	28	-0.496229	28 fold
R1107	1C0A_B	221	3	0.7515825906166531	3	-0.429157	3 fold
R1107	1C9S_W	-48	30	-1.960971750294076	30	-0.575844	30 fold
R1107	1CQ5_A	184	4	0.3784803206772591	4	-0.449333	4 fold
R1107	1CQL_A	184	5	0.3784803206772591	5	-0.449333	5 fold
R1107	1D6K_B	99	27	-0.4786465156699974	27	-0.495684	27 fold
R1107	1DDY_A	128	19	-0.1862150067985804	19	-0.47987	19 fold
R1107	1DDY_C	128	20	-0.1862150067985804	20	-0.47987	20 fold
R1107	1DDY_E	128	21	-0.1862150067985804	21	-0.47987	21 fold
R1107	1DDY_G	128	22	-0.1862150067985804	22	-0.47987	22 fold
R1107	1DK1_B	135	17	-0.1156280908641005	17	-0.476053	17 fold
R1107	1DRZ_B	567	1	4.2405930068066615	1	-0.240481	1 fold
R1107	1DUH_A	136	15	-0.1055442457306033	15	-0.475508	15 fold
R1107	1DUL_B	136	16	-0.1055442457306033	16	-0.475508	16 fold
R1107	1E8O_E	134	18	-0.1257119359975976	18	-0.476598	18 fold
R1107	1E8S_C	279	2	1.336445608359487	2	-0.397529	2 fold
R1107	1E95_A	138	10	-0.0853765554636091	10	-0.474417	10 fold
R1107	1A51_A	-6414	17	0.1540181933272699	17	-0.243547	17 loc
R1107	1A60_A	-7669	19	-0.2214048921817104	19	-0.308514	19 loc
R1107	1A9L_A	-8859	20	-0.5773837541384329	20	-0.370116	20 loc
R1107	1AJU_A	-10837	27	-1.1690864339286824	27	-0.47251	27 loc
R1107	1AKX_A	-10837	28	-1.1690864339286824	28	-0.47251	28 loc
R1107	1AM0_A	-14933	30	-2.3943716596217373	30	-0.684546	30 loc
R1107	1ASY_R	-4651	8	0.6814053644446663	8	-0.152283	8 loc
R1107	1ASY_S	-4651	9	0.6814053644446663	9	-0.152283	9 loc
R1107	1ASZ_R	-4651	10	0.6814053644446663	10	-0.152283	10 loc
R1107	1ASZ_S	-4651	11	0.6814053644446663	11	-0.152283	11 loc
R1107	1AUD_B	-10712	26	-1.1316936963281865	26	-0.466039	26 loc
R1107	1B23_R	-4309	6	0.7837118945196234	6	-0.134579	6 loc
R1107	1B36_A	-9146	21	-0.6632374796691718	21	-0.384973	21 loc
R1107	1C04_E	-3754	4	0.949735649465826	4	-0.105848	4 loc
R1107	1C0A_B	-3567	3	1.005675184916168	3	-0.0961681	3 loc
R1107	1C9S_W	-6011	14	0.2745723793512692	14	-0.222685	14 loc
R1107	1CQ5_A	-6100	15	0.247948750179716	15	-0.227293	15 loc
R1107	1CQL_A	-6100	16	0.247948750179716	16	-0.227293	16 loc
R1107	1D6K_B	-6679	18	0.0747455896142182	18	-0.257265	18 loc
R1107	1DDY_A	-10180	22	-0.9725502051004752	22	-0.4385	22 loc
R1107	1DDY_C	-10180	23	-0.9725502051004752	23	-0.4385	23 loc
R1107	1DDY_E	-10180	24	-0.9725502051004752	24	-0.4385	24 loc
R1107	1DDY_G	-10180	25	-0.9725502051004752	25	-0.4385	25 loc
R1107	1DK1_B	-2388	2	1.3583634859640468	2	-0.0351354	2 loc
R1107	1DRZ_B	609	1	2.25489176267354	1	0.120009	1 loc
R1107	1DUH_A	-5584	12	0.4023059709945637	12	-0.200581	12 loc
R1107	1DUL_B	-4325	7	0.7789256241067599	7	-0.135407	7 loc
R1107	1E8O_E	-5782	13	0.343075874635378	13	-0.210831	13 loc
R1107	1E8S_C	-4111	5	0.8429419908788092	5	-0.124329	5 loc
R1107	1E95_A	-11034	29	-1.2280173883870642	29	-0.482708	29 loc
R1107	1A51_A	69.1986	3	1.2956031404316888	3	-0.276133	3 lara
R1107	1A60_A	0.563232	23	-0.638699366624705	23	-0.529591	23 lara
R1107	1A9L_A	38.0533	10	0.4178569633728947	10	-0.391147	10 lara
R1107	1AJU_A	19.4138	18	-0.1074470108154226	18	-0.459979	18 lara
R1107	1AKX_A	19.4138	19	-0.1074470108154226	19	-0.459979	19 lara
R1107	1AM0_A	-73.2457	30	-2.718804804549288	30	-0.802154	30 lara
R1107	1ASY_R	29.0209	13	0.1633031600810383	13	-0.424502	13 lara
R1107	1ASY_S	29.0209	14	0.1633031600810383	14	-0.424502	14 lara
R1107	1ASZ_R	29.0209	15	0.1633031600810383	15	-0.424502	15 lara
R1107	1ASZ_S	29.0209	16	0.1633031600810383	16	-0.424502	16 lara
R1107	1AUD_B	2.64233	22	-0.5801056038023662	22	-0.521913	22 lara
R1107	1B23_R	15.189	21	-0.2265115903454959	21	-0.475581	21 lara
R1107	1B36_A	33.2155	11	0.281516634161905	11	-0.409012	11 lara
R1107	1C04_E	38.5566	9	0.4320411147830174	9	-0.389288	9 lara
R1107	1C0A_B	30.738	12	0.2116949867973536	12	-0.418161	12 lara
R1107	1C9S_W	-3.81494	24	-0.7620863218155638	24	-0.545759	24 lara
R1107	1CQ5_A	62.483	5	1.1063420889518176	5	-0.300932	5 lara
R1107	1CQL_A	62.483	6	1.1063420889518176	6	-0.300932	6 lara
R1107	1D6K_B	63.228	4	1.1273379021855576	4	-0.298181	4 lara
R1107	1DDY_A	-16.3196	25	-1.114496396864448	25	-0.591936	25 lara
R1107	1DDY_C	-16.3196	26	-1.114496396864448	26	-0.591936	26 lara
R1107	1DDY_E	-16.3196	27	-1.114496396864448	27	-0.591936	27 lara
R1107	1DDY_G	-16.3196	28	-1.114496396864448	28	-0.591936	28 lara
R1107	1DK1_B	56.3021	8	0.9321501130908468	8	-0.323757	8 lara
R1107	1DRZ_B	26.2054	17	0.0839558954372867	17	-0.434899	17 lara
R1107	1DUH_A	58.1617	7	0.9845579175062332	7	-0.31689	7 lara
R1107	1DUL_B	77.233	1	1.522031008680227	1	-0.246463	1 lara
R1107	1E8O_E	17.0321	20	-0.1745687938742125	20	-0.468774	20 lara
R1107	1E8S_C	72.4905	2	1.388376452625177	2	-0.263976	2 lara
R1107	1E95_A	-39.5564	29	-1.7693628571997089	29	-0.677746	29 lara
R1107	1A51_A	-39.38	20	-0.6158969245596984	20	-0.280667	20 rnamo
R1107	1A60_A	-35.91	16	0.0583576747321804	16	-0.208559	16 rnamo
R1107	1A9L_A	-38.7	19	-0.4837663402604256	19	-0.266537	19 rnamo
R1107	1AJU_A	-44.84	29	-1.6768277926097424	29	-0.394129	29 rnamo
R1107	1AKX_A	-44.84	30	-1.6768277926097424	30	-0.394129	30 rnamo
