R1107	1A51_A	-39.38	20	-0.6158969245596984
R1107	1A60_A	-35.91	16	0.05835767473218044
R1107	1A9L_A	-38.7	19	-0.4837663402604256
R1107	1AJU_A	-44.84	29	-1.6768277926097424
R1107	1AKX_A	-44.84	30	-1.6768277926097424
R1107	1AM0_A	-41.97	26	-1.1191590029936929
R1107	1ASY_R	-34.53	10	0.32650503698658623
R1107	1ASY_S	-34.53	11	0.32650503698658623
R1107	1ASZ_R	-34.53	12	0.32650503698658623
R1107	1ASZ_S	-34.53	13	0.32650503698658623
R1107	1AUD_B	-42.04	28	-1.1327606807892063
R1107	1B23_R	-29.37	5	1.3291430001987157
R1107	1B36_A	-40.13	21	-0.7616291866544846
R1107	1C04_E	-28.6	4	1.4787614559493627
R1107	1C0A_B	-29.79	6	1.2475329334256355
R1107	1C9S_W	-27.4	1	1.7119330753010213
R1107	1CQ5_A	-33.92	8	0.4450339434903456
R1107	1CQL_A	-33.92	9	0.4450339434903456
R1107	1D6K_B	-36.52	17	-0.0601712317715803
R1107	1DDY_A	-40.66	22	-0.8646133185347991
R1107	1DDY_C	-40.66	23	-0.8646133185347991
R1107	1DDY_E	-40.66	24	-0.8646133185347991
R1107	1DDY_G	-40.66	25	-0.8646133185347991
R1107	1DK1_B	-27.56	3	1.6808435260541335
R1107	1DRZ_B	-27.46	2	1.7002744943334378
R1107	1DUH_A	-35.84	15	0.0719593525276925
R1107	1DUL_B	-33.6	7	0.5072130419841211
R1107	1E8O_E	-34.6	14	0.3129033591910728
R1107	1E8S_C	-37.13	18	-0.17870013827533968
R1107	1E95_A	-42.03	27	-1.1308175839612762
